"YQ4gaf src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjViyNmbCpmbfavu7jCjfavNR6ZnCEaDgvfo0rdujWFNTkbDRp6v=s128-w32-d-h32-cc-rp","Elijah Larenas-Gonzalez","5 months ago","Astro Bot brought back so many memories of when I had my PS2 and my second-hand PS1. It's not Sly Cooper (who has a bot) but it doesn't aim to be. The game makes me want to go down memory lane and play some of the games it references and gets me excited for any future platformers too. Everyone needs to play this as it's a masterpiece and is purely just easy to pick up and play with family and friends no matter what age!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXditVDMs68f8OHc6Z2P2XrxY4O-85oUzz06WoslsKL6oRhrc3a=s128-w32-d-h32-cc-rp","stephen chesters","6 months ago","Pure joy to play , you will see the word joy over plenty of reviews. 
Amazing game , please experience for your self don't watch youtube videos .nobody has ever matched Nintendo with Mario for pure precision platforming but finally PlayStation has done it ( if not better ??) This is so precise if you fall it's your fault , plus with the dual sense used to perfection every thing just oozes quality, a must have game ,I say that and I'm over 50 age is no barrier to excellence","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjX5rAbg_FOgubgdKAlmvOedpWZ-O-5GeeusXfdoReCIpFUx5UmC=s128-w32-d-h32-cc-rp","Robin Brown","3 months ago","What kills me is that there are so many people ranting and raving and putting bad reviews on Astrobot that it didn’t deserve GOTY.  That’s fair. You’re mad your game didn’t win GOTY “lets go flood the game who did win with bad reviews even though I’ve never played it.”

Personally, I think it deserved it…& I will tell you why.

I am not a gamer. At all. I play games very minimally…I loved it. My boyfriend and 14yo son couldn’t be more different than they are in the games they like and play and they BOTH love it. 

3 completely different types of gamers in our house…& we all love it. 

Games do NOT have to be realistic and have an overly complicated story to be a good GAME.

People think that games should be like a movie to be a good game and that is NOT true!

And it is NOT a “child’s game.” The game definitely gets too hard for me (like i said, im not a gamer) and I like to think I’m more skillful and able than a 4 year old, lol. Yeah a 4 year old can play and have fun…but they’re not going to beat it.

It is an overall really fun game and yes it does have great graphics (when did good graphics become to mean “looks real” anyways?”) that EVERYONE could enjoy (if they got that stick out of their butt thinking because it’s cute means it’s not a contender or worth trying.) It’s a FUN game for EVERYONE, and in my opinion, that is GOTY material. 

I wouldn’t touch Black Myth Wukong with a 10 foot pole and neither would my boyfriend. But it is a my son game. So tell me how a game that 1/3 people in my house loves as opposed a game 3/3 people loves deserved GOTY. 

Sometimes you have to think outside of YOUR BUBBLE. & understand…Astrobot appeals to a much larger group of people and IS an amazing game.  Try it, you’ll love it.

It deserved the win. It’s what a game should be….FUN.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjW8DfMw_nFHQHft7daOecNSGEGaSayYqd_W_B3JAoK3QzeECL8=s128-w32-d-h32-cc-rp","zelda RAINBOW","2 months ago","I don't like platformers, i usually find them boring and repetitive, or hard to become immersed in. But this game is something magical. EVERY single level was fun and unique, the gameplay is SO smooth and intuitive, the music is great and i started it a second time immediately after finishing it lol. It's also a perfect length, lots of content but doesnt overstay its welcome. HIGHLY recommend!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKxODgtiHDAa22nX8zl4kdANpsjx1mVJ4hD99XQdicBJb3dtw=s128-w32-d-h32-cc-rp","Chamberlain","2 months ago","This game was a very great game. I loved Astros playroom and now I changed my mind and say Astro bot is 100% better. They need to make more of these games because I was absolutely addicted to this game since December 25, 2024 I feel like, PlayStation did an absolute great job to be on the best game of the Year. Astro robot equals the best addictive game to play ever. It’s like Mario but better. thank you, PlayStation keep doing your good games. I love it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXZcwMH3seKAdA5MBipoDrE_Nb0o6gXRfJILs-RQa0BjYc9kepZ=s128-w32-d-h32-cc-rp","Michael Fuller","6 months ago","An absolute delight to play in a return to form for a family 3D platformer for PlayStation. Celebrates a lot of the legacy of PlayStation for it's 30th Anniversary. I can't stop smiling at some of the references and the slapstick comedy it has. A fantastic breath of fresh air from live service games and massive open world games. A PlayStation 2-esque platformer is what we needed.

Definitely a game for all ages to enjoy. I highly recommend it to all. Bravo PlayStation and Team Asobi. Definitely my #1 game on the PlayStation 5.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUYpvkSl9tmU532P3VMLOrdRFEZVfG_rVImty87ce0FXzwGOBE=s128-w32-d-h32-cc-rp","Spongeboobie","6 months ago","These Astrobot games have no business being as fun as they are. Imagine spending millions developing a shooter just to get absolutely SLAMMED by a cool a** little robot dude platformer... I mean seriously, ever since I got my PS5 I've become a D1 glazer for AstroBot. Fun as hell, simple, cozy, rewarding and I don't have to sweat my a** off? sign me up. Best pre order I ever made, AstroBot controller will be in the mail tomorrow. Was gonna wait to play until the controller that matches the game came in but I couldn't make myself, great job Team Asobi. (Please make a PSVR2 AstroBot game btw) 10/10 must play frfr.","You and 7 other people found this helpful.","7 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJQBvXcr0KTUWNemRklOiP_XTOb9FU57HR_1ovcXtr7W6573w=s128-w32-d-h32-cc-rp","Jeremy Piotrowski","6 months ago","Beautiful graphics and amazing gameplay that you have come to expect from a full fledged Astrobot game. I used many of not all the features of the Dual sense controller. with over 75 levels to explore, this game is will worth your money. Put some coins in your PlayStation wallet and give a try as soon as you can! Also don't forget to check out his VR adventure!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJTAcLn--4-Ipld4vfPh35YGRSt30FUgl9tpUtGNsuFfegYOZc=s128-w32-d-h32-cc-rp","David","6 months ago","I almost thought I didn't like video games anymore.  Truth is most games lately just didn't have that wow factor or get me so invested I wanted to keep playing. This game gives me that 1 more level feeling I had as a kid. Its a wonderful and extremely fun game. Easy to pick up with just enough difficulty in some parts to make it challenging. I definitely plan on getting the platinum for this game.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLVoXlkqjudsnQmq8J42-aMpVO4PwopJXRRfm3_01tKHT1sPQ=s128-w32-d-h32-cc-rp","Douglas Mecum","a month ago","This game is a masterpiece, plain and simple. I have been gaming since the eighties, and while this sentiment is often expressed in reviews of various games, I truly have not had this much fun in years.

To anyone on the fence—whether you’re a hardcore first-person shooter fan or an RPG grinder—I urge you to buy this game. Something this special does not come around often.

There’s a high chance you’ll catch yourself smiling from the pure, unadulterated fun, and let’s face it—that’s what we’re all still chasing.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJyXilrHKjcOMw_N2FV5OFP_bKw161kKMEO92LTpL8Xv7BKxw=s128-w32-d-h32-cc-rp","Arran Mcgowan","5 months ago","Not going to lie, I’m only 3 hours in and just finished the second Galaxy but omg this game is phenomenal! At every twist and turn it just blows my mind at how fun it is. My nights so far are filled with me shouting “no way! Shut up! That’s sooo cool!” 

If you’re hesitating for any reason to buy this game, don’t! If it keeps up like this it has potential to be my game of the year. Well done team Asobi!

Edit: Got the platinum today. The game was an absolute pleasure to play right through to the end! Utter masterpiece that can compete with the best Mario games!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocI9m8hm7QB220FlgElCMIJWZI40QINbEzNTp_E-eOSrqQ78aw=s128-w32-d-h32-cc-rp","Tommy Red McGuire","6 months ago","I feel like platforms as a genre has fallen off in recent years and Astro bot is a evidence there is still alot of life left in it. Being plagued with souls like after souls like and flop after flop it's a great breath of fresh air to play a game so polished and with so much care put into it. I really hope they continue making these and the platforming genre makes a come back. Highly recommend this game.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWJM0GBmYyxIINTBdFaX0LLqrUacgHdwr1Wpar1V2QemJfC4DE=s128-w32-d-h32-cc-rp","Badger State Elevators","3 months ago","I haven't even played this game yet, and I can see why it's the best game of the year. Team Asobi is not your typical game developer. They are the Lord of game development. They put every single ounce of their all into this game in terms of difficulty, gameplay, storyline, you name it. And Kenneth C. M. Young put all of his heart and effort into the game's soundtrack as well. I gotta say, the boss themes in this game slap SUPER hard! Overall, I would describe this game as not too easy NOR too hard. The end of the game is reminiscent of the ending of WALL-E the way I see it, which is also why I think Astro Bot is such a good game. For anyone who plans on getting a PS5, do not forget to buy this game. And check out Astro's Playroom too while you're at it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV9C3K7w6AVBXgf2wC-222zG5rZnwQ0VFJTUpDWxbViQ1VRsH7P=s128-w32-d-h32-cc-rp","Jimbo","2 weeks ago","First game I've played in a long, long time. Reminded me of Mario 64. I can't imagine many platform games being better than Astro Bot. The soundtrack was brilliant too.

I really enjoyed returning to each world and using the little bot detector bird to find anything I missed the first time around. And the variety of little gadgets is so much fun. Especially the time stop thingy.

I loved this game. 10/10 for pure enjoyment.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocK2ui7UHhBDJcGB9F8wigrOo3qvOX455PKnHBgj-3ystvPRTw=s128-w32-d-h32-cc-rp","Jason Heath","6 months ago","This reminds me of playing games when I was a child in all of the best ways. With so many nods to old-school playstation characters for a little bit of nostalgia. A game I can play with my kids, but also it has enough fantastic and engaging mechanics to keep a very experienced gamer like myself wanting to play just one more level. Astrobot 2024 is fantastic!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWEpWlFFWOrsDRdLiLaoNhHZuamRAAk3jweZaBuoxNEV4Gv8No=s128-w32-d-h32-cc-rp","EVO","3 months ago","Had fun with the game up until I got to the triangle square circle x levels. There is no freaking reason for those levels to be as hard as they are and to have to complete them in order to get the platinum sucks. I feel like I have been ripped off I bought this game digitally for $60 if I had known this game was going to throw this level of hard at me I would of never wasted money on this. To the devs screw you for real and this is supposed to be a kids game ? Yeah right lol. I really want my money back and unfortunately Sony won't give refunds I'm about to call these POS devs and ask them for my money back instead I didn't get what i paid for I want to play a fun game this is not fun. Might as well call it astro bot souls edition. I will never ever buy another digital game of ps store again from now on disc only that way at least I can either return or sell/trade the game in if it sucks like this one does. Yet another prime example of why we need physical media to stay.","You and 10 other people found this helpful.","10 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWfP84tBwixbhT61k2C7hYbj8sxzya_cbJyYHt0GrDfNBAX343U=s128-w32-d-h32-cc-rp","roui janoba","2 days ago","The game is really fun to play especially when you get to have lots of easter eggs from various PlayStation exclusive games like God of War, the Last of Us, etc. Some levels are challenging enough to make you scratch your head and get annoyed just a tad. 

It’s a classic Sony third person adventure platformer. But is it really for the GOTY. Yeah, it won the GOTY, but to be honest, it wasn’t really the type of game that you would actually call GOTY. 

The story is so plain and straightforward that you, or at least I, really got bored and had to take a break several times because I got sleepy playing it. 

If Wukong was made by US or Japanese devs, it would’ve won the GOTY, to be honest, but it’s Sony, so yeah, you know the whole story.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJt7e1hBZ8Iig7bGFwd-0Zq13viV-ABlLXd5jP8hin4Dg5OD2s=s128-w32-d-h32-cc-rp","Jenna Nowell","6 months ago","Such a fun platformer with tons of references to other games that you love. I’m not normally a completionist but this game had me wanting to redo the levels because they are just that great and whimsical. Love how this game actually makes use of the full functionality of the ps5 controller. I also very rarely review games but this game was just that good that I felt I needed to leave a review. 10/10 recommend.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXiI1-btrkUzOeIfNwt4nOnb-WWACi4AzZ1zeiFJxg1xjjsjD1Z=s128-w32-d-h32-cc-rp","Maksims Bogdanovs","6 months ago","This game is magical.  Just as you think it doesn't have anything more in store, it surprises you again. The cuteness factor and amazing ideas keep you glued to the game. Everything is so perfect here I can't find any negative thing to say. The blend of music, visuals, level design, difficulty, pacing is flawless. We need more games like this.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWyqjf1jK_uqyyNYtIWSFl3Tl9nzRD-bt6LpklkoDp3eRrdRt7e=s128-w32-d-h32-cc-rp","matthew williams","6 months ago","I love this game. It takes me back to when I first played Mario on nintendo except is a crash course history of playstion which I started playing once I moved on from Nintentdo to Ps1. It's such a quirky game and loge how it utilizes the dual sense controller to its fullest potential. Hopefully they come out with more in the future Astrobot definitely could be it's own series.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVphKQcGAQWSEOUJ-BARLILFUMGVOW1ExkZgFg1RyQS3KUFAFJhsA=s128-w32-d-h32-cc-rp","E N","2 months ago","A masterpiece. Every world & level is entirely unique and there are loads of  hidden levels, short and full length, to find.  The only game that's comes close to impressing me this much would be  ""It Takes Two"".  The ingenuity and creativity the developers of Astrobot exhibited is next to none. 

The vast majority of 1 star reviews are people retaliating b/c it won ""game of the year"".","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVxffwj3hlMnAW522aOzGmDGWUtv089LGLu8JFNrUhKKcwT_SiH=s128-w32-d-h32-cc-rp","Cristian C","5 months ago","Basically Sony waited 30-40 years until Nintendo cooked and peaked with Mario games then put the best of ALL MARIO GAME ideas into Astrobot and plastered a Sony stamp on it. Lmfao. You can argue that Nintendo doesn't own the rights to all of the Mario mechanics even though in a lot of cases, Nintendo were the first to come up with the ideas + Nintendo has around 7000 patents for them. And you can also argue that a good game is a good game. Still Sony SHAMELESSY took ideas from pretty much every 3D Mario game ever made (plus a few others like Kirby) and sold the product as Astrobot. It may be a good game but everything it is is thanks to Nintendo.","You and 22 other people found this helpful.","22 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUYbqa9xz2w95u8iLcqQbpaLM9ukP5Tyo9YI8d0BoQahPQdab0=s128-w32-d-h32-cc-rp","Adnan Emini","2 months ago","i loved this game. I really love the quality and the planets that you can play as characters from different games. Like Bot of War, Kratos. Dude Raiding, Nathan Drake. Going Loco too! And the bosses.. The soundtracks were sick and i really loved the boss fight against space bully Nebulax. And repairing the PS5 Mothership. It was really fun fixing the mothership just like the Mothership’s Memory, SSD, GPU, Cooling Fan And The Covers.  Wanted to add the Crash Site song, Really good and it was so cool that the mothership could sing too! And The CPU Kid was just Chilling. Haha!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVAsmq3F8kaaCR6nrWwuoJxfczIIVOAZ8-Sj7-6IF2pMnZoQi_J-g=s128-w32-d-h32-cc-rp","LJ Swanepoel","3 months ago","This game brought me so many smiles and heartwarming moments. It's a near-perfect game.
Apart from painful and unsatisfying side-to-side wall jump mechanic that sucks and needs improvement, the character animations, unexpected moments, and surprises never get old. The developers did a fantastic job with the haptic feedback as well. Truly, this game deserves an award. I hope they bring an update with more planets to conquer.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLH6F2hpr8XoUIj34adl-Ij2Ch4lDWP0hVLCx26I0gMX0o_eA=s128-w32-d-h32-cc-rp","Trevor","6 months ago","Brings me back to the nostalgic, carefree games of my youth. You can tell the love that the production team has put into this, it’s so cute and full of references to all PlayStation mascots and characters. The platforming is great. The action is great. The difficulty is perfect for casual, fun gaming and it is just a great joy to play this game. Smiles from start to finish.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKlgzSjPZ5niuxUx1UZs_i962XKNNi8ZrKT3FK8o-lV9Xkf5w=s128-w32-d-h32-cc-rp","Caleb Young","5 months ago","Great game! I was a huge fan of it. As a plat hunter I enjoy all the references and had a lot of fun. It would have gotten 5 stars but it is a little overpriced considering I can fully beat and plat it in less than 15 hours, and they decided to add a random last level that was a unnecessary spike in difficulty. I played it late at night, so that was definitely part of it but the level was so ridiculously unneeded. Still a great game","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJTPSoRzUlYeBFqsEAtL1kO-vBs8HLPU2pgHFGEBzFYubuTJQ=s128-w32-d-h32-cc-rp","steve Schulz","2 months ago","Well what can I say, it's absolutely the most beautiful, well crafted eye gasm of a game. And if your an old school ps1 player your in for many treats! I can't express the amount of fun I'm having and i just started,  the ape boss mission alone will blow up away! Get it just get it....GET IT!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLxqwR0A_z-KiC3HYWyPgFzKcXaCGT6hl9W6c0TrjBaLujfJA=s128-w32-d-h32-cc-rp","Evan Toomey","6 months ago","This game really hits different than most games.

Pure nostalgia is really great for people who are a fan of PlayStation.

It also gives me memories of Astro Bot Rescue Mission from the PS4.

I wish some parts were not spoiled on YouTube but who cares!?

10/10 Game, really fun. Play it when you can.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWIBGWKy7q3IXH45szeylCxYSkeYNsdewLOU2sZ1D2NyLReFw7e=s128-w32-d-h32-cc-rp","aer bear","6 months ago","OMG  this game is great I love everything about it. I feel anyone young or old will find something to love about this game. There is so many characters all of which feel like they put love and care into. So I feel if you liked the astro bot playroom you should absolutely get this game because it is an amazing continuation of that game.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXGgNABki_Ex6dcGXIIZeRO3j7h2eIb9WMwkCiduobzJofmauTl=s128-w32-d-h32-cc-rp","Quill Elderwood","6 months ago","Its a amazing game, great platforming, great reference and a whole load of charm, unlike alot of games for a ""modern audiences"" this game actually feels like a game that you can come back, replay and enjoy multiple times. I hope Sony takes a look at this success and realize people just want to have fun and not be talked down to like every time a game flops is because of some ism or phobia. I hope the team got a big bonus for this major success and i do hope they can make another great game with alot of charm to it in the near future.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUGBB9mf5bJZ0cF39zo7GjMyY7LLvI1Dlt-ZkYipeEPNyt9754=s128-w32-d-h32-cc-rp","Aiden Berry","2 months ago","Was going into this game having played astros playroom knowing how solid it was however I did still have doubts as I’ve grew out of games like Mario however just playing the first level of this game made me come onto google and write my first ever review because I cant stop thinking about this game and the way they use the dual sense is amazing it makes you wonder why other games don’t invest time into duel sense amazing game so far can’t wait to play more!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWF5OK-w59FuTCJ06KacQTe-Nu6t4YQ0ET9RVkUxaM5wXCzYjw=s128-w32-d-h32-cc-rp","Rodrigo Montano","3 months ago","This game is an absolute masterpiece, like it is the best 3D platformer ever made since Super Mario Galaxy, other than Mario Odyssey no other game in the same genre even comes close, it 100% deserved to win GOTY I cannot believe people genuinely think it doesn’t oh wait they haven’t played it, seriously this is an absolute must play if you own a PlayStation 5 and the best game Sony has released this gen aside from maybe Demon’s Souls and God of War Ragnarok","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLO5Sglw3JTPwq3IXuFXOOohOd7NVik6hbJFc6YQWYly8KYVuQ=s128-w32-d-h32-cc-rp","Aubrey Taylor","6 months ago","I loved Astro's Playroom! And I loved the beginning levels on this new game, however, I feel the levels get too hard for me to enjoy and most of the scenes in the levels are more appealing to boys. Obviously that is just my personal preference but I thought it would be easier like the playroom and not so many villains in the way when you’re trying to explore. Also, I think the mouse super power is the coolest power and you only use it once!!! Too many jet packs… I got bored with that. (I did also like the sponge power, time freeze, and the axe!) I still love all the creativity in the game though.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocL4BGt3bb0iLGQCGbFixlgkUuhIdlvO61zsMZUzKS9VAoG7Xg=s128-w32-d-h32-cc-rp","N J","6 months ago","I was looking forward to this game dropping and bought it on release …. Was not disappointed. This is a breath of fresh air. Finally a game that only focuses on the most important thing fun! No bs pronouns , agenda pushing or real world problems just fun. This is what we need more of.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUpt5f5trbtcnD0hTjpedhM2nTbK3tLP8bss9r_3SaEEh82ZKOB=s128-w32-d-h32-cc-rp","ShallowRiZe","3 months ago","Game getting review bombed so just adding this here to help! It truly is a great game and pure fun and joy to play. People really need to give it a try and not write it off! Controls feel great, gameplay feels great, the levels feel great, etc! It's deserving of its GOTY award, and hopefully more recognize that after playing it!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVat-TF4STaiDdQ-kpOI_Dih3gDa4Qhn0ZEymDIm5HWrfpJAbXb=s128-w32-d-h32-cc-rp","Angelo Mertens","3 months ago","50 levels. 
25 of them are wonderfully imaginative, masterfully crafted love letters of sweet, sweet, perfection in video gaming. 
20 some are generic, plain sadistic Death-by-Super-Mario-Maker' pieces of hatefulness. It would have helped, A LOT,  if those levels had the option to get some checkpoints in them but honestly, most of them never should have made it in the final game. Maybe as a free download for the hard core players, at most. So one half of the game is close to absolute gaming perfection, the other half is more annoying than anything else.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","2 months ago","Do I even have to explain why this is the game of the year? Do I have to explain why i'm giving this 5 stars, it's the best game ever because of the funny references, fun levels, and the fact that it brings back classic gaming. Team Asobi worked so hard on this and i like it. I definitely request this game for you if you like Mario.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","5 months ago","I've spent 25 hours to finish the game. I am slow, so you may need a lot less than 20 hours to complete. I never thought I would have enjoyed a platformer this much. I've played only hard-core souls-like games (e.g., Nioh 2, Rise of the Ronin, Wo Long, Dark Souls Trilogy, and Elden Ring). Astro Bot brought me so much fun, excitement, and happiness - I couldn't stop smiling and laughing while playing this game =)","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","Team Asobi nailed that game so much !!
This is the absolute Playstation history hommage game !
The gameplay is really awsome and the storyline is actually great even tho there aren't any actual words in it.

Seriously, I love hardcore games but that one is totally AWSOME ! 

Guys, don't beleive the 1 and 2 stars reviews. People can sometime have delusions.

AstroBot is PERFECT !

The only downside is when the game is over.. I still want more. Not because the game is short but because I genuinely want more of it !","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","My son loved the first game so we have been super excited for this game. Honeslty it goes above and beyond what you can expect for a game, its so much fun the colours and attention to detail, along side my son laughing and smiling his head off is worth every single penny. Perfect family game.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","This game is hands down the best game I have played in the last 3 years, and I have played all the playstation exclusives and many other games, this game truly shows what the ps5 and the controller are capable of, they made a game for all ages and all leves of gaming experience, all the gameplay modes, all the details and all the little easter and I could go on and on and on about how much I love this game, the tech demo impressed me, but this blew me away, I mean i dont even like platformers but this made me feel the joy I felt when I was a kid playing on the ps2 for the first time, I cant recomend this game enough and honestly this is the only game that I happily payed full price for, team Asobi really out did themselves on this one, HIGHLY reccomend this game.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","Just turned it off after beating a boss. Its 3 in the morning right now & im laying debating if I wanna turn it back on🤣. I haven't had this much fun with a game since Mario 64. This is what playstation is about. Fun. My Only Disappointment Is that Their wont be a sequel untill ps6. This game is so much fun","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","5 months ago","One of the best games I've ever played. I think I got 30 or so hours before the DLC, so I got my money worth. There are very easy levels and very challenging ones. There are lots of surprises, easter eggs, funny scenes. Highly recommended, especially if you grew up playing Playstation games.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","3 months ago","Great, awesome game overall! Had a lot of fun playing it. 100% it! One thing I will say if you're not a pro speed runner, (*warning*) there are speed run levels that will make you RAGE! Anyway, can't wait for the next Astro Bot adventure!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","5 months ago","This is truly a phenomenal experience that a person can only comprehend by playing the game with the Dualsense controller in hand. No amount of watching gameplay videos will do it justice.

It's one of, if not, the best platformer that I've ever played. And I'm a huge Nintendo fan.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","a month ago","Astro Bot is a fun platformer on the PS5. I really think that this little cute AR bot will become the face of Sony's PlayStation. It's fun and mostly easy, but has some challenging levels to keep you on your guard. Honestly amazing game.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","Just platinumed the game. Most fun I've had with a platformer since Super Mario Odyssey. Is it as good? Well.....it's easier, but not by much. And the difficulty curve seems to go straight from easy to tricky without much ramp in the middle. Either way, if you like 3D platformers or games in general, or have lost your desire to game, absolutely recommend it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","Had a blast with this game, very enjoyable and fun and Astro is super adorable! However the most glaring and disappointment is that there is not a single Final Fantasy cameo despite FF7 being one of the key titles for the PlayStation 1. Such a big miss of opportunity. I hope we get to see some FF appearance in future DLC.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","2 months ago","Saying I love this game is an understatement! I got it for Christmas and haven’t been able to put it down. Everything about it is absolutely perfect—interactive, super cute, and so much fun! Huge shoutout to the developers for doing such an amazing job! <3","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","Such a beautiful and fun interactive game. I wish it was longer. I can't get enough of this series and look forward to playing many more in the future. This game is always the highlight of my gaming experience.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","This is how you do it. Solid platformer. Polished to perfection. Collectibles that are enjoyable. Satisfying mechanics, sound effects, special effects and more.

Bundled with the cutest most joyous characters, inventive levels and epic boss fights. This game is not to be missed!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","This is the most overrated game in history of gaming. Look. the game is good, but that is it, nothing more than that. Astro's playroom was 5 hours long and it was perect lenght. This one is very long and repetitive. You do the same thing for 15 hours and then for 5 hours you are trying to solve 5 extra hard levels that will challenge you to your bones. Kids will not enjoy those levels at all. After first 5 hours game felt like a chore not a fun experience. 60 euros for this is a joke. Wait untill it falls to 40 or lower and then buy it. Internet is overhyping this game just because it has Sony behind it. Don't fall for this trap like I did. I got the platinum trophy but it was a waste of time.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","6 months ago","Legit one of the best games in recent times. Played it from start to finish. Looked for extras, felt like it was challenging and fun at the same time. Great use of controller. Overall NEW and definitely worth playing.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/default-user=s128-w32-h32-cc-rp","A Google User","5 months ago","I’m a 38 year old who has just finished Astro bot and loved every minute! It is a beautiful game and it’s really fun to meet various PlayStation characters throughout. Thoroughly enjoyed this game and recommend for any age.","You found this helpful.","Was this review helpful to you?"
